cuenta_normalizada,company,industria,tier_cuenta,servicio_normalizado,service_name,familia,subfamilia,pilar,modalidad,ticket_tipo,activo,grupo_sustitucion,regla_grupo,descripcion_regla,nivel,rol_en_grupo,etiqueta_rol,oportunidad_neta,cubierto_por,nivel_base,motivo_grupo,cobertura,etiqueta_cobertura,tipo_oportunidad,score,score_neto,prioridad,ranking_en_cuenta,valor_potencial_eur,valor_referencia_eur,valor_anual_eur,fuente_valor,modalidad_valor,c_demanda,c_afinidad,c_valor,c_momentum,c_adyacencia,score_base,factor_estado,factor_recencia,penetracion_pct,win_rate,momentum_pct,adopcion_industria_pct,cuentas_industria_ejecutan,cuentas_industria,basket_confianza_ejecutado,basket_lift_ejecutado,anclaje,n_pitches,n_perdidos,ultima_derrota,dias_desde_derrota,reactivable,ultimo_movimiento,motivo,accion_sugerida
Tricot,TRICOT,Retail Vestuario,Emergente,TV Impact per run,TV Impact per run,Measurement & Attribution,TV Impact,CSA - Science,Proyecto,Medio,True,TV Impact,ESCALABLE,"Corrida y update puntuales frente al contrato anual, que los contiene.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo TV Impact: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,30.0,5455.0,5454.545454545454,5454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
Tricot,TRICOT,Retail Vestuario,Emergente,Research Ad Hoc,Research Ad Hoc,Science Consulting,Others Units,CSA - Science,Recurrente,A cotizar,True,solo:Research Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,31.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Appcellence,Appcellence,Tech Consulting,App Measurement,CSA - Tech,Proyecto,Bajo,True,solo:Appcellence,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,32.0,2818.0,2818.181818181818,2818.181818181818,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Tricot,TRICOT,Retail Vestuario,Emergente,Audience Strategy,Audience Strategy,Tech Consulting,Audience Strategy,CSA - Tech,Proyecto,Medio,True,solo:Audience Strategy,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,33.0,5636.0,5636.363636363636,5636.363636363636,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Audiencias,Audiencias,Tech Consulting,Audiencias,CSA - Tech,Proyecto,A cotizar,True,solo:Audiencias,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,34.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Business Inteligence,Business Inteligence,Tech Consulting,Ad Hoc Services,CSA - Tech,Proyecto,A cotizar,True,solo:Business Inteligence,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,35.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,CRM Ad Hoc,CRM Ad Hoc,Tech Consulting,Ad Hoc Services,CSA - Tech,Recurrente,A cotizar,True,solo:CRM Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,36.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,CRO UX-UI,Conversión Optimizer UX-UI,Tech Consulting,Convertion Rate Optimization,CSA - Tech,Proyecto,Alto,True,solo:Conversión Optimizer UX-UI,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,37.0,9909.0,9909.090909090908,9909.090909090908,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,CX Ad Hoc,CX Ad Hoc,Tech Consulting,Others Units,CSA - Tech,Recurrente,A cotizar,True,solo:CX Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,38.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Chat2Flow,Chat2Flow,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,A cotizar,True,solo:Chat2Flow,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,39.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Churn Prediction,Churn Prediction,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:Churn Prediction,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,40.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Cloud Ad Hoc,Cloud Ad Hoc,Tech Consulting,Ad Hoc Services,CSA - Tech,Recurrente,A cotizar,True,solo:Cloud Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,41.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Co-Op 4 All,Co-Op 4 All,Tech Consulting,E-retailers,CSA - Tech,Proyecto,Medio,True,solo:Co-Op 4 All,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,42.0,4091.0,4090.9090909090905,4090.9090909090905,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Converged Report,Converged Report,Tech Consulting,Ad Hoc Services,CSA - Tech,Proyecto,A cotizar,True,solo:Converged Report,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,43.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Creative Tech Ad Hoc,Creative Tech Ad Hoc,Tech Consulting,Ad Hoc Services,CSA - Tech,Recurrente,A cotizar,True,solo:Creative Tech Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,44.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Crystal Value,Crystal Value,Tech Consulting,Predictive Models,CSA - Tech,Proyecto,Bajo,True,solo:Crystal Value,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,45.0,3273.0,3272.7272727272725,3272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Tricot,TRICOT,Retail Vestuario,Emergente,DCO Basic,DCO Basic,Tech Consulting,Dynamic Conversion Optimization,CSA - Tech,Proyecto,Bajo,True,DCO,ESCALABLE,"Dynamic Conversion Optimization Basic / Intermediate / Advanced: es una escalera de sofisticacion, no tres productos.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo DCO: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,46.0,1818.0,1818.181818181818,1818.181818181818,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
Tricot,TRICOT,Retail Vestuario,Emergente,Data Clean Rooms,Data Clean Rooms (AdsDataHub),Tech Consulting,Data Clean Rooms,CSA - Tech,Proyecto,Alto,True,solo:Data Clean Rooms (AdsDataHub),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,47.0,8909.0,8909.090909090908,8909.090909090908,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,FTE Cliente directo,FTE Cliente directo,Tech Consulting,FTE,CSA - Tech,Recurrente,A cotizar,True,solo:FTE Cliente directo,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,48.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Full Value Web & App,Full Value of Web And App,Tech Consulting,App Measurement,CSA - Tech,Proyecto,Bajo,True,solo:Full Value of Web And App,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,49.0,1273.0,1272.7272727272725,1272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Tricot,TRICOT,Retail Vestuario,Emergente,Future Customer Values,Future Customer Values,Tech Consulting,Predictive Models,CSA - Tech,Proyecto,Bajo,True,solo:Future Customer Values,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,50.0,2091.0,2090.9090909090905,2090.9090909090905,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Tricot,TRICOT,Retail Vestuario,Emergente,Google Consent Mode,Google Consent Mode (must include a CPM),Tech Consulting,Google Consent Mode,CSA - Tech,Proyecto,Medio,True,solo:Google Consent Mode (must include a CPM),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,51.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,LTV Prediction,LTV Prediction,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:LTV Prediction,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,52.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,META Campaign upload auto.,META Campaign upload automation,Tech Consulting,Campaign Automation,CSA - Tech,Proyecto,Alto,True,solo:META Campaign upload automation,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,53.0,6727.0,6727.272727272727,6727.272727272727,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,OO Conv Offline BBDD,OO: Conv Offline BBDD,Tech Consulting,Omnichannel Optimization,CSA - Tech,Proyecto,Alto,True,Conversiones Offline Google,EXCLUSIVO,Subir conversiones offline desde CRM o desde BBDD es la misma integracion por dos fuentes.,1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 2 del grupo Conversiones Offline Google: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,54.0,13364.0,13363.636363636362,13363.636363636362,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
Tricot,TRICOT,Retail Vestuario,Emergente,Predictive Leads Value,Advanced Predictive Leads Value,Tech Consulting,Predictive Models,CSA - Tech,Proyecto,Bajo,True,solo:Advanced Predictive Leads Value,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,55.0,3273.0,3272.7272727272725,3272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Tricot,TRICOT,Retail Vestuario,Emergente,Product Reco Engine,Product Recommendation Engine,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:Product Recommendation Engine,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,56.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Purchase Prediction,Purchase Prediction,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:Purchase Prediction,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,57.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Retail Discovery AI,Retail Discovery AI,Tech Consulting,AI Recomendations,CSA - Tech,Proyecto,Medio,True,solo:Retail Discovery AI,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,58.0,5273.0,5272.727272727272,5272.727272727272,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Segmentacion + CRMint,Advanced Segmentation Cluster with CRMint,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:Advanced Segmentation Cluster with CRMint,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,59.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Segmentacion avanzada,Advanced Segmentation Cluster,Tech Consulting,Predictive Modeling,CSA - Tech,Proyecto,Medio,True,solo:Advanced Segmentation Cluster,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,60.0,3455.0,3454.545454545454,3454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,TIK TOK Server Side,TIK TOK Server Side,Tech Consulting,Server Side Solutions,CSA - Tech,Proyecto,Medio,True,solo:TIK TOK Server Side,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,61.0,4091.0,4090.9090909090905,4090.9090909090905,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Talent2Flow,Talent2Flow,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,A cotizar,True,solo:Talent2Flow,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,62.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,Topic Mine,Topic Mine,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,Medio,True,Topic Mine,EXCLUSIVO,Topic Mine y Topic Mind + DCO son el mismo motor con distinto empaque.,1,REPRESENTANTE,Variante elegida del grupo,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,63.0,4636.0,4636.363636363636,4636.363636363636,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Elegir la variante con el cliente antes de cotizar
Tricot,TRICOT,Retail Vestuario,Emergente,Training GA4,Google Analytics 4 (5x sessions),Tech Consulting,Training - GMP,CSA - Tech,Proyecto,Bajo,True,solo:Google Analytics 4 (5x sessions),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,64.0,1273.0,1272.7272727272725,1272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Tricot,TRICOT,Retail Vestuario,Emergente,Training GCP+BQ,GCP + BQ (5x 1‑hour sessions each),Tech Consulting,Training - Cloud,CSA - Tech,Proyecto,Bajo,True,solo:GCP + BQ (5x 1‑hour sessions each),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,65.0,1273.0,1272.7272727272725,1272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Tricot,TRICOT,Retail Vestuario,Emergente,Training LookerStudio,LookerStudio (5x 1‑hour sessions each),Tech Consulting,Training - GMP,CSA - Tech,Proyecto,Bajo,True,solo:LookerStudio (5x 1‑hour sessions each),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,23.8,23.8,C,66.0,1273.0,1272.7272727272725,1272.7272727272725,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.1,23.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
